image_path,boat_model,photo_type,boat_type
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/4c08bcdd97e4.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/77d0bd5ac2e2.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/5689742eb008.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/bbf514335fd5.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/5d377f280535.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/b4a2dc525280.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/21577cf229f9.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/8094e023f5a8.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/9716ab45ab7f.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/32cf1bf32929.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/eb72e76cb6d9.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/f5ac941cbe81.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/f32133feed9f.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/cdbde77608da.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/6b95b9391983.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/31d0c0949798.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/1c1f7cf5db3a.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/9be41f57d03d.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/b25c49797996.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/a4676801d565.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/c174c77a07fd.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/e1b43bebf3e9.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/8b48b30c7d5f.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/c9c852653abd.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/2d4983cbfee3.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/445bca93a0b1.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/f5ad87a54406.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/7964fe28085a.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/af5f81e4d883.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/fd62b7da64f7.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/fef37a2627af.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/512d57de5844.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/338b19e43282.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/edb9c834b071.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/e88ed02cf80e.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/cebf096348d5.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/4270bf9241bf.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/a3cf20ef4044.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/d61b31ac6b64.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/19efd6d9188d.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/109d83d2a596.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/0911a8ee0005.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/7d347bab1e3c.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/b4bb8d20310f.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/ffd588d6bc0a.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/a8e8c401b565.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/8b99456af18a.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/df8f4bc35625.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/96c870157057.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/87053ac3a32a.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/1ca90f0e6047.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/3e0a09283300.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/517b36e6635d.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/2013795862c2.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/e90daad8fc71.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/ec88c36931d2.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/3c782a123883.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/3b58abec4192.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/84f09832aa32.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/82d1f55dfe8f.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/ba610d7c0561.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/08ca1261243e.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/9ad130d82753.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/5b65c9178b0f.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/9311ed703cad.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/63a371db57ad.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/2f29c2b895a3.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/7cae2ba9a0ff.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/86173b54666d.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/da085b26dcf2.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/5c77205d313e.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/41f2c2c75748.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/aa4079cab789.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/fc839ae1e08c.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/5842e38852fa.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/ba0646a0edb9.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/7f5674f17bd7.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/44cb5a0e8e5e.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/654184a10cd2.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/976d2ca4512d.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/3c74d6292e5d.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/0c9fd816e137.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/12ee256bf8f2.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/15ec87159d1a.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/ccd30f2aa9cd.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/bff909a58e03.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/5d6f96c54e19.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/197275f96693.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/4fca648d856c.jpg,Horizon V68,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/904bfd38ce1c.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/e1ae4da9b02f.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/51c7086af7fe.jpg,Horizon V68,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/a131a8d673c1.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Horizon V68/c803d0f6b599.jpg,Horizon V68,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/5c9e00edb1ad.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/0cd178770097.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/eb6e00a0b0db.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/4dd717ab99ed.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/caf3b47f2610.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/29e87d1f72fb.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/a7a6c32cda84.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/1fa9fd1380b4.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/509ae3883227.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/43fc9bcdaa8d.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/0a472a5219cc.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/fc0b038c2c5a.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/2064c1f6a99b.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/0268fb7355a4.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/25ddbf631c3e.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/3f809be36e80.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/d6c2dafa88ad.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/21a4e19f21b5.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/2f133d2818d2.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/5c2b95ae1709.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/0ff7a5548a2e.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/6519b007703b.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/fb1b67218737.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/90dea58378ea.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/25bd1a1f52bf.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/1cc23b65c38e.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/6a2a41e7eb04.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/c7caebf8f958.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/f7af2b209110.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/e10f22365365.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/2dc952d87911.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/ae3c0f8c7520.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/b68d14665098.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/731c1290638e.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/834924cb2639.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/f66b60814a98.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/72c14970677d.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/26985596ceea.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/382fe270d4b7.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/75bfce0adace.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/4d8e392e12f1.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/72486759afab.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/78befdce4a3a.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/c7ec891845d2.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/d2abd7f892cf.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/66d2c3d1633f.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/d0939b63acff.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/bea2a2af3bfc.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/b8b0cf448d87.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/f8c3e9c0cc3c.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/94e7315dca04.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/754ad8527774.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/23432ab43d8f.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/50478ed79275.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/23a459c0dd05.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/0f980a390345.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/e5f6f59b8d62.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/9d30150be356.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/961728b8ad21.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/45c75d506a26.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/17e81367cc9e.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/6f8d668b22e4.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/41d2a29a759e.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/cbabe3eedf1d.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/4e8683f1195d.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/2ce9ea242894.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/e48a571488b7.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/5f711fa70ea8.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/a757a1fd8ed6.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/6b31361d480b.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/7191aaad9eaf.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/a594ed3d027a.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/1501abf5fcef.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/ebb7c18d7af8.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/aa2b018a439a.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/e9572d600416.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/26e7c23dbbf8.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/f0a3cd351c7e.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/bdc19bafb0bc.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/f54857fe1406.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/82a36a23cce1.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/cea658670856.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/f0c39d393617.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/02358df56594.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/fbfe4ae5e106.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/45cf74da5df1.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/187f02e19195.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/85ec90c8aab0.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/e816a618eaff.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/76962332472a.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/7fd87d821ec6.jpg,Vicem 65 Classic Flybridge,out,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/31c9c952fda1.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/6211b61a621b.jpg,Vicem 65 Classic Flybridge,boat,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/ebc16497a1fa.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/e39debdf989a.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/5ec1563ebdec.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/b789ecf8eb7c.jpg,Vicem 65 Classic Flybridge,in,motor
/home/msolonin/Desktop/YachtDatasets/scrapper/images_MY/Vicem 65 Classic Flybridge/a6059701b179.jpg,Vicem 65 Classic Flybridge,boat,motor
