boat_name,boat_type,boat_description,price,boat_url,loa_m,loa_ft,beam_m,beam_ft,draft_m,draft_ft,deadweight_t,displacement_t,fuel_capacity_l,water_tank_l,max_people,cabins,berths_for_guests,bathrooms,mainsail_m2,mainsail_optional_m2,jib_self_m2,genoa_m2,gennaker_m2,code_zero_m2,keel,ce_class,hull_type,hull_material,design,type_by_usage,deck_arrangement,builder,country,series,model,period_of_manufacture,crew,genoa_optional_m2,code_zero_optional_m2,spinnaker_optional_m2,mainsail_in_m2,spinnaker_m2,jib_m2,jib_optional_m2,max_speed_kt,cruising_speed_kt,gennaker_optional_m2,mainsail_lazy_bag_m2,mainsail_lazy_bag_optional_m2,jib_self_optional_m2,genoa_self_optional_m2,code_zero_optional_optional_m2,spinnaker_optional_optional_m2
Pelagic 77,Sailing yacht,"The Pelagic 77 is produced by the brand Pelagic Yachts since 2021. Pelagic 77 is a 23.50 meters aluminium sailing yacht with 4 guest cabins and a draft of 2.15 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Pelagic 77 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17668-pelagic-yachts-77,23.5,77.16666666666667,6.2,20.416666666666668,2.15,7.083333333333333,,,8124.0,3137.0,,4.0,8.0,,,,,,,,Fixed,A - Ocean,Monohull,Aluminum,Modern / Mainstream,Cruiser,With deck saloon,Pelagic Yachts,Great Britain,,77,from 2021,3.0,,,,,,,,,,,,,,,,
Pogo 40 S4,Sailing yacht,"The Pogo 40 S4 is produced by the brand Pogo since 2021. Pogo 40 S4 is a 12.19 meters sport keel monotype with a draft of 3.00 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Pogo 40 S4 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/15436-pogo-40-s4,12.19,40.0,4.42,14.583333333333334,3.0,9.916666666666666,,5 (half load),,,,,,,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,With mediterranean cockpit,Pogo,France,Racing Sailboats,40 S4,from 2021,,,,,,,,,,,,,,,,,
Pogo 44,Sailing yacht,"The Pogo 44 is produced by the brand Pogo since 2020. Pogo 44 is a 13.55 meters sport cruiser with 3 guest cabins and a draft of 3.10 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Pogo 44 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/15435-pogo-44,13.55,44.5,4.5,14.833333333333334,3.1,10.25,,,,,,3.0,6.0,2.0,51.0,,,,,,Lifting,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Pogo,France,Cruising Sailboats,44,from 2020,,,,,,150.0,30.0,,,,,,,,,,
Pogo 36,Sailing yacht,"The Pogo 36 is produced by the brand Pogo since 2016. Pogo 36 is a 10.86 meters sport cruiser with a draft of 2.80 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Pogo 36 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/8861-pogo-36,10.86,35.666666666666664,4.0,13.166666666666666,2.8,9.25,3.6,,,,,,,,,,,,,,Lifting,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Pogo,France,Cruising Sailboats,36,from 2016,,,,,,,,,,,,,,,,,
Pogo 30,Sailing yacht,The Pogo 30 is produced by the brand Pogo since 2013. Pogo 30 is a 9.14 meters sport cruiser with 3 guest cabins and a draft of 1.90 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Pogo 30 is €84.9 thousand.,"from €84,900",https://itboat.com/models/3879-pogo-30,9.14,30.0,3.7,12.166666666666666,1.9,6.25,,2.8 (half load),,,,3.0,6.0,,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Pogo,France,Cruising Sailboats,30,from 2013,,,,,,,,,,,,,,,,,
Portofino Cat 70 Villa,Sailing yacht,"The Portofino Cat 70 Villa will be produced by the brand Portofino Marine Services from 2025. Portofino Cat 70 Villa is a 21.20 meters aluminium sailing yacht with 3 guest cabins and a draft of 1.15 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Portofino Cat 70 Villa is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17764-portofino-marine-services-cat-70-villa,21.2,69.58333333333333,10.2,33.5,1.15,3.8333333333333335,,36 (unloaded),1600.0,1200.0,,3.0,6.0,3.0,140.0,,,,,,Fixed,A - Ocean,Catamaran,Aluminum,Modern / Mainstream,Cruiser,With deck saloon,Portofino Marine Services,UAE,,Cat 70 Villa,from 2025,4.0,,190.0,,,,25.0,,,,350.0,,,,,,
Portofino Cat 52,Sailing yacht,"The Portofino Cat 52 will be produced by the brand Portofino Marine Services from 2025. Portofino Cat 52 is a 16.90 meters aluminium sailing yacht with 4 guest cabins and a draft of 0.70 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Portofino Cat 52 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17763-portofino-marine-services-cat-52,16.9,55.5,8.6,28.25,0.7,2.3333333333333335,,19 (unloaded),1200.0,800.0,12.0,4.0,8.0,3.0,107.0,,,,140.0,160.0,Fixed,A - Ocean,Catamaran,Aluminum,Modern / Mainstream,Cruiser,With deck saloon,Portofino Marine Services,UAE,,Cat 52,from 2025,,,,,,,55.0,,,,,,,,,,
Portofino Cat 47,Sailing yacht,"The Portofino Cat 47 will be produced by the brand Portofino Marine Services from 2025. Portofino Cat 47 is a 15.70 meters sailing cruising multihull with 3 guest cabins and a draft of 1.30 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Portofino Cat 47 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17761-portofino-marine-services-cat-47,15.7,51.583333333333336,8.4,27.583333333333332,1.3,4.333333333333333,,17 (unloaded),1000.0,760.0,12.0,3.0,6.0,3.0,,,,,,,Fixed,A - Ocean,Catamaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,Portofino Marine Services,UAE,,Cat 47,from 2025,,,,,,,,,,,,,,,,,
Preste 18,Sailing yacht,"The Preste 18 is produced by the brand Preste Yachts since 2020. Preste 18 is a 5.45 meters sport keel monotype with a draft of 1.35 meters. The yacht has a fiberglass / grp hull with a CE certification class (B) and can navigate no further than 200 miles off the coastline. The base price of a new Preste 18 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/15438-preste-yachts-18,5.45,17.916666666666668,2.16,7.166666666666667,1.35,4.5,,,,,,,,,13.0,,,,29.0,,Lifting,B - Sea,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,Other,Preste Yachts,Poland,,18,from 2020,,,,,,,8.0,,,,,,,,,,
Privilege Signature 750,Sailing yacht,"The Privilege Signature 750 is produced by the brand Privilege since 2024. Privilege Signature 750 is a 22.70 meters sailing cruising multihull with 5 guest cabins and a draft of 2.45 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Privilege Signature 750 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17039-privilege-signature-750,22.7,74.5,10.9,35.833333333333336,2.45,8.083333333333334,,44 (unloaded),3000.0,1300.0,,5.0,10.0,,170.0,,,107.0,,,Fixed,A - Ocean,Catamaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,Privilege,France,,Signature 750,from 2024,,,,,,,45.0,,,,190.0,,,,,,
Privilege Signature 650,Sailing yacht,"The Privilege Signature 650 is produced by the brand Privilege since 2022. Privilege Signature 650 is a 21.25 meters sailing cruising multihull with 4 guest cabins and a draft of 1.85 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Privilege Signature 650 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/13166-privilege-signature-650,21.25,69.75,9.2,30.25,1.85,6.083333333333333,,29 (unloaded),2000.0,1300.0,12.0,4.0,8.0,4.0,140.0,,,92.0,,,Fixed,A - Ocean,Catamaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,Privilege,France,,Signature 650,from 2022,1.0,,,240.0,,,32.0,,,,180.0,,,,,,
Privilege Signature 580,Sailing yacht,"The Privilege Signature 580 is produced by the brand Privilege since 2020. Privilege Signature 580 is a 18.65 meters sailing cruising multihull with 3 guest cabins and a draft of 1.75 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Privilege Signature 580 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/11231-privilege-signature-580,18.65,61.25,9.18,30.166666666666668,1.75,5.75,,29 (unloaded),1000.0,1000.0,12.0,3.0,6.0,3.0,121.0,,,92.0,,,Fixed,A - Ocean,Catamaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,Privilege,France,,Signature 580,from 2020,,,,,,,,51.0,,,176.0,,,,,,
Privilege Signature 510,Sailing yacht,"The Privilege Signature 510 is produced by the brand Privilege since 2018. Privilege Signature 510 is a 17.09 meters sailing cruising multihull with 3 guest cabins and a draft of 1.57 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Privilege Signature 510 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/11230-privilege-signature-510,17.09,56.083333333333336,7.98,26.25,1.57,5.166666666666667,,16.8 (unloaded),800.0,600.0,12.0,3.0,6.0,3.0,88.0,,,53.0,,,Fixed,A - Ocean,Catamaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,With deck saloon,Privilege,France,,Signature 510,from 2018,,,,,,,,20.0,,,120.0,,,,,,
Pruva Yachting REGINA,Sailing yacht,"The Pruva Yachting REGINA is produced by the brand Pruva Yachting since 2011. Pruva Yachting REGINA is a 49.70 meters classic yacht with 6 guest cabins and a draft of 1.20 meters which can cruise at 12 knots. The yacht has a steel hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Pruva Yachting REGINA is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2331-pruva-yachting-regina,49.7,163.08333333333334,9.5,31.25,1.2,4.0,,,,,12.0,6.0,,,,,,,,,Fixed,A - Ocean,Monohull,Steel,Classic / Retro,Cruiser,Other,Pruva Yachting,Turkey,,REGINA,from 2011,,,,,,,,,,12.0,,,,,,,
Pure 49,Sailing yacht,"The Pure 49 is produced by the brand Pure Yachts since 2024. Pure 49 is a 16.00 meters aluminium sailing yacht with 2 guest cabins and a draft of 3.20 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Pure 49 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17859-pure-yachts-49,16.0,52.5,4.3,14.166666666666666,3.2,10.5,,13 (half load),900.0,300.0,,2.0,4.0,1.0,76.0,,,,,,Lifting,A - Ocean,Monohull,Aluminum,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,Pure Yachts,Germany,,49,from 2024,,,110.0,,,,29.0,,,,220.0,,,,,,
Pure 42,Sailing yacht,"The Pure 42 is produced by the brand Pure Yachts since 2024. Pure 42 is a 13.80 meters aluminium sailing yacht with 2 guest cabins and a draft of 3.00 meters. The yacht has a aluminum hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Pure 42 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/17858-pure-yachts-42,13.8,45.333333333333336,4.2,13.833333333333334,3.0,9.916666666666666,,10 (half load),400.0,300.0,,2.0,4.0,1.0,50.0,,,,,,Lifting,A - Ocean,Monohull,Aluminum,Modern / Mainstream,Cruiser,With deck saloon,Pure Yachts,Germany,,42,from 2024,,,110.0,,,,24.0,,,,160.0,,,,,,
RM 1380,Sailing yacht,The RM 1380 is produced by the brand RM Yachts since 2023. RM 1380 is a 13.30 meters keelboat with 2 guest cabins and a draft of 3.35 meters. The yacht has a wood hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new RM 1380 is €402.8 thousand.,"from €402,800",https://itboat.com/models/15445-rm-yachts-1380,13.3,43.666666666666664,4.5,14.833333333333334,3.35,11.0,,10 (half load),150.0,270.0,,2.0,4.0,,55.0,,,55.0,,,Fixed Lifting,A - Ocean,Monohull,Wood,Modern / Mainstream,Cruiser,With mediterranean cockpit,RM Yachts,France,,1380,from 2023,,,,,,150.0,,,,,,,,,,,
RM 970+,Sailing yacht,"The RM 970+ is produced by the brand RM Yachts since 2022. RM 970+ is a 9.70 meters cruising yacht with a Mediterranean cockpit with 2 guest cabins and a draft of 1.98 meters. The yacht has a wood hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new RM 970+ is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/16507-rm-yachts-970-plus,9.7,31.833333333333332,3.7,12.166666666666666,1.98,6.5,,4 (unloaded),65.0,140.0,,2.0,4.0,1.0,33.0,,,30.0,,,Fixed,A - Ocean,Monohull,Wood,Modern / Mainstream,Cruiser,With mediterranean cockpit,RM Yachts,France,,970+,from 2022,,,,,,105.0,,,,,,,,,,,
RM 1070+,Sailing yacht,"The RM 1070+ is produced by the brand RM Yachts since 2020. RM 1070+ is a 10.70 meters cruising yacht with a Mediterranean cockpit with 2 guest cabins and a draft of 2.04 meters. The yacht has a wood hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new RM 1070+ is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/16508-rm-yachts-1070-plus,10.7,35.166666666666664,4.0,13.166666666666666,2.04,6.75,,5 (unloaded),80.0,186.0,,2.0,4.0,1.0,38.0,,,39.0,,,Fixed Lifting,A - Ocean,Monohull,Wood,Modern / Mainstream,Cruiser,With mediterranean cockpit,RM Yachts,France,,1070+,from 2020,,,,,,120.0,,,,,,,,,,,
RM 1180,Sailing yacht,"The RM 1180 is produced by the brand RM Yachts since 2019. RM 1180 is a 11.80 meters designer sailing yacht with 3 guest cabins and a draft of 2.25 meters. The yacht has a wood hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new RM 1180 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/10052-rm-yachts-1180,11.8,38.75,4.37,14.416666666666666,2.25,7.416666666666667,7.0,8 (unloaded),120.0,270.0,,3.0,8.0,,46.0,,,44.0,,,Fixed Lifting Other,A - Ocean,Monohull,Wood,Modern / Mainstream,Cruiser,With mediterranean cockpit,RM Yachts,France,,1180,from 2019,,,,,,150.0,,,,,,,,,,,
RM 890+,Sailing yacht,The RM 890+ is produced by the brand RM Yachts since 2018. RM 890+ is a 8.90 meters sport cruiser with 1 guest cabin and a draft of 1.50 meters. The yacht has a wood hull with a CE certification class (B) and can navigate no further than 200 miles off the coastline. The base price of a new RM 890+ is €139.8 thousand.,"from €139,830",https://itboat.com/models/11219-rm-yachts-890-plus,8.9,29.25,3.42,11.25,1.5,5.0,,,60.0,120.0,,1.0,4.0,1.0,25.0,,,25.0,,,Fixed,B - Sea,Monohull,Wood,Modern / Mainstream,Performance Cruiser,With mediterranean cockpit,RM Yachts,France,,890+,from 2018,,,,,,90.0,,,,,,,,,,,
RS Sailing Neo,Sailing yacht,"The RS Sailing Neo is produced by the brand RS Sailing since 2018. RS Sailing Neo is a 3.53 meters sport dinghy with a draft of 0.20 meters. The yacht has a carbon and fiberglass / grp hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new RS Sailing Neo is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/9651-rs-sailing-neo,3.53,11.583333333333334,1.42,4.666666666666667,0.2,,,,,,,,,,,,,,,,Сenterboard,C - Coastal waters,Monohull,Carbon Fiberglass / GRP,Modern / Mainstream,Racing,Other,RS Sailing,Great Britain,,Neo,from 2018,,,,,,,,,,,,,,,,,
RS Sailing RS Feva,Sailing yacht,"The RS Sailing RS Feva is produced by the brand RS Sailing since 2018. RS Sailing RS Feva is a 3.64 meters sport dinghy with accommodation for 2 guests and a draft of 0.20 meters. The yacht has a aluminum and carbon hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new RS Sailing RS Feva is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/9650-rs-sailing-rs-feva,3.64,12.0,1.42,4.666666666666667,0.2,,,,,,2.0,,,,,,,,,,Сenterboard,C - Coastal waters,Monohull,Aluminum Carbon,Modern / Mainstream,Racing,Other,RS Sailing,Great Britain,,RS Feva,from 2018,,,,,,,,,,,,,,,,,
RS Sailing RS Tera,Sailing yacht,"The RS Sailing RS Tera is produced by the brand RS Sailing since 2018. RS Sailing RS Tera is a 2.87 meters sport dinghy with a draft of 0.20 meters. The yacht has a fiberglass / grp hull with a CE certification class (B) and can navigate no further than 200 miles off the coastline. The base price of a new RS Sailing RS Tera is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/9649-rs-sailing-rs-tera,2.87,9.416666666666666,1.23,4.083333333333333,0.2,,,,,,,,,,,,,,,,Сenterboard,B - Sea,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,With mediterranean cockpit,RS Sailing,Great Britain,,RS Tera,from 2018,,,,,,,,,,,,,,,,,
RS Sailing RS Elite,Sailing yacht,"The RS Sailing RS Elite is produced by the brand RS Sailing since 2017. RS Sailing RS Elite is a 7.40 meters sport dinghy with a draft of 1.10 meters. The yacht has a carbon and fiberglass / grp hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new RS Sailing RS Elite is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/9659-rs-sailing-rs-elite,7.4,24.333333333333332,1.72,5.666666666666667,1.1,3.6666666666666665,,,,,,,,,,,,,,,Сenterboard,C - Coastal waters,Monohull,Carbon Fiberglass / GRP,Modern / Mainstream,Racing,Other,RS Sailing,Great Britain,,RS Elite,from 2017,,,,,,,,,,,,,,,,,
RS Sailing RS CAT 16,Sailing yacht,"The RS Sailing RS CAT 16 is produced by the brand RS Sailing since 2017. RS Sailing RS CAT 16 is a 4.70 meters sports catamaran with a draft of 0.15 meters. The yacht has a aluminum hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new RS Sailing RS CAT 16 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/9658-rs-sailing-rs-cat-16,4.7,15.5,2.35,7.75,0.15,,,,,,,,,,,,,,,,Other,C - Coastal waters,Catamaran,Aluminum,Modern / Mainstream,Racing,Other,RS Sailing,Great Britain,,RS CAT 16,from 2017,,,,,,,,,,,,,,,,,
RS Sailing RS 700,Sailing yacht,"The RS Sailing RS 700 is produced by the brand RS Sailing since 2017. RS Sailing RS 700 is a 4.68 meters sport dinghy with a draft of 0.20 meters. The yacht has a fiberglass / grp hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new RS Sailing RS 700 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/9657-rs-sailing-rs-700,4.68,15.416666666666666,2.23,7.333333333333333,0.2,,,,,,,,,,,,,,,,Сenterboard,C - Coastal waters,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,Other,RS Sailing,Great Britain,,RS 700,from 2017,,,,,,,,,,,,,,,,,
RS Sailing RS 500,Sailing yacht,"The RS Sailing RS 500 is produced by the brand RS Sailing since 2017. RS Sailing RS 500 is a 4.34 meters sport dinghy with a draft of 0.20 meters. The yacht has a fiberglass / grp hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new RS Sailing RS 500 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/9656-rs-sailing-rs-500,4.34,14.25,1.58,5.25,0.2,,,,,,,,,,,,,,,,Сenterboard,C - Coastal waters,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,Other,RS Sailing,Great Britain,,RS 500,from 2017,,,,,,,,,,,,,,,,,
RS Sailing RS 400,Sailing yacht,"The RS Sailing RS 400 is produced by the brand RS Sailing since 2017. RS Sailing RS 400 is a 4.54 meters sport dinghy with a draft of 0.20 meters. The yacht has a fiberglass / grp hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new RS Sailing RS 400 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/9655-rs-sailing-rs-400,4.54,14.916666666666666,2.0,6.583333333333333,0.2,,,,,,,,,,,,,,,,Сenterboard,C - Coastal waters,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,Other,RS Sailing,Great Britain,,RS 400,from 2017,,,,,,,,,,,,,,,,,
RS Sailing RS 200,Sailing yacht,"The RS Sailing RS 200 is produced by the brand RS Sailing since 2017. RS Sailing RS 200 is a 4.00 meters sport dinghy with a draft of 0.15 meters. The yacht has a fiberglass / grp hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new RS Sailing RS 200 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/9654-rs-sailing-rs-200,4.0,13.166666666666666,1.83,6.083333333333333,0.15,,,,,,,,,,,,,,,,Сenterboard,C - Coastal waters,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,Other,RS Sailing,Great Britain,,RS 200,from 2017,,,,,,,,,,,,,,,,,
RS Sailing RS 100,Sailing yacht,"The RS Sailing RS 100 is produced by the brand RS Sailing since 2017. RS Sailing RS 100 is a 4.30 meters sport dinghy with a draft of 0.10 meters. The yacht has a carbon and fiberglass / grp hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new RS Sailing RS 100 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/9653-rs-sailing-rs-100,4.3,14.166666666666666,1.83,6.083333333333333,0.1,,,,,,,,,,,,,,,,Сenterboard,C - Coastal waters,Monohull,Carbon Fiberglass / GRP,Modern / Mainstream,Racing,Other,RS Sailing,Great Britain,,RS 100,from 2017,,,,,,,,,,,,,,,,,
RS Sailing RS Aero,Sailing yacht,"The RS Sailing RS Aero is produced by the brand RS Sailing since 2017. RS Sailing RS Aero is a 4.00 meters sport dinghy with a draft of 0.10 meters. The yacht has a fiberglass / grp hull with a CE certification class (C) and can navigate along the coastline, on rivers and canals. The base price of a new RS Sailing RS Aero is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/9652-rs-sailing-rs-aero,4.0,13.166666666666666,1.4,4.666666666666667,0.1,,,,,,,,,,,,,,,,Сenterboard,C - Coastal waters,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,Other,RS Sailing,Great Britain,,RS Aero,from 2017,,,,,,,,,,,,,,,,,
RS Sailing 21,Sailing yacht,"The RS Sailing 21 is produced by the brand RS Sailing since 2017. RS Sailing 21 is a 6.34 meters sport dinghy with a draft of 1.38 meters. The yacht has a fiberglass / grp hull with a CE certification class (B) and can navigate no further than 200 miles off the coastline. The base price of a new RS Sailing 21 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/9648-rs-sailing-21,6.34,20.833333333333332,2.2,7.25,1.38,4.583333333333333,0.65,0.65 (half load),,,,,,,,,,,,,Lifting,B - Sea,Monohull,Fiberglass / GRP,Modern / Mainstream,Racing,With mediterranean cockpit,RS Sailing,Great Britain,,21,from 2017,,,,,,,,,,,,,,,,,
RS Sailing RS Venture,Sailing yacht,"The RS Sailing RS Venture is produced by the brand RS Sailing since 2013. RS Sailing RS Venture is a 4.98 meters sport dinghy with a draft of 1.15 meters. The base price of a new RS Sailing RS Venture is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2862-rs-sailing-rs-venture,4.98,16.416666666666668,2.03,6.666666666666667,1.15,3.8333333333333335,0.2,,,,,,,,,,,,,,,,,,,,,RS Sailing,Great Britain,,RS Venture,from 2013,,,,,,,,,,,,,,,,,
RSC Yachts 1900,Sailing yacht,"The RSC Yachts 1900 is produced by the brand RSC Yachts since 2019. RSC Yachts 1900 is a 19.00 meters cruising yacht with a Mediterranean cockpit with 4 guest cabins and a draft of 2.65 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new RSC Yachts 1900 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/10041-rsc-yachts-1900,19.0,62.416666666666664,5.25,17.25,2.65,8.75,30.0,,750.0,1300.0,,4.0,7.0,3.0,,,,,,,Fixed,A - Ocean,Monohull,Fiberglass / GRP,Modern / Mainstream,Cruiser,With mediterranean cockpit,RSC Yachts,Netherlands,,1900,from 2019,,,,,,,,,,,,,,,,,
Rapido 50,Sailing yacht,"The Rapido 50 is produced by the brand Rapido Trimarans since 2019. Rapido 50 is a 15.24 meters sailing trimaran with 2 guest cabins and a draft of 3.52 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Rapido 50 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/10848-rapido-trimarans-50,15.24,50.083333333333336,10.38,34.083333333333336,3.52,11.583333333333334,,6.55 (half load),,,,2.0,4.0,2.0,,,,,,,Сenterboard,A - Ocean,Trimaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,Other,Rapido Trimarans,Hong Kong,,50,from 2019,,,,,,,,,,,,,,,,,
Rapido 40,Sailing yacht,The Rapido 40 is produced by the brand Rapido Trimarans since 2019. Rapido 40 is a 12.00 meters sailing trimaran with 1 guest cabin and a draft of 1.50 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Rapido 40 is $395.0 thousand.,"from $395,000",https://itboat.com/models/10839-rapido-trimarans-40,12.0,39.416666666666664,8.3,27.25,1.5,5.0,,4 (half load),,,,1.0,4.0,1.0,,,,,,,Сenterboard,A - Ocean,Trimaran,Fiberglass / GRP,Modern / Mainstream,Cruiser,Other,Rapido Trimarans,Hong Kong,,40,from 2019,,,,,,,,,,,,,,,,,
Rapido 60,Sailing yacht,"The Rapido 60 is produced by the brand Rapido Trimarans since 2016. Rapido 60 is a 18.10 meters sailing trimaran with 2 guest cabins and a draft of 3.50 meters. The yacht has a fiberglass / grp hull with a CE certification class (A) and can navigate in the open ocean. The base price of a new Rapido 60 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/10851-rapido-trimarans-60,18.1,59.416666666666664,11.7,38.416666666666664,3.5,11.5,,9 (half load),,,,2.0,4.0,2.0,,,,,,,Сenterboard,A - Ocean,Trimaran,Fiberglass / GRP,Modern / Mainstream,Performance Cruiser,Other,Rapido Trimarans,Hong Kong,,60,from 2016,,,,,,,,,,,,,,,,,
Regina 49,Sailing yacht,"The Regina 49 is produced by the brand Regina Regina 49 is a 14.98 meters sport cruiser with 3 guest cabins and a draft of 2.00 meters. The base price of a new Regina 49 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2219-regina-49,14.98,49.166666666666664,4.0,13.166666666666666,2.0,6.583333333333333,,,650.0,800.0,,3.0,8.0,,,,,,,,,,,,,,,Regina,Sweden,,49,,,,,,,,,,,,,,,,,,
Regina 43,Sailing yacht,"The Regina 43 is produced by the brand Regina Regina 43 is a 13.11 meters sport cruiser with a draft of 1.80 meters. The base price of a new Regina 43 is not currently published, please contact the itBoat team for pricing details.",Price on request,https://itboat.com/models/2218-regina-43,13.11,43.083333333333336,3.98,13.083333333333334,1.8,5.916666666666667,,12.5 (half load),,,,,,,,,,,,,,,,,,,,Regina,Sweden,,43,,,,,,,,,,,,,,,,,,
